HOUR,MINUTE,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,DC_POWER,AC_POWER
12.0,0.0,31.30537507,49.18358353,0.5149625870000001,7082.804383090909,693.2185605999998
12.0,15.0,31.50729773,49.84449267,0.787866029,9525.881764500002,930.7735389318179
12.0,30.0,32.14768473,52.35325513,0.649247629,8994.750000454545,879.1685064545454
12.0,45.0,32.391420399999994,50.63123993,0.7612433120000001,9519.056276954543,930.4953463454544
13.0,0.0,32.62279607,49.61076771,0.416035101,5901.925324681819,578.2671266227272
13.0,15.0,32.49706447,47.01116133,0.489243946,6806.388798818182,666.6357142863637
13.0,30.0,32.5246214,46.66986293,0.574561224,7980.612013,781.1663149318181
13.0,45.0,32.67847087,47.51688413,0.560985624,7771.390421999998,760.7610389772726
14.0,0.0,33.7631854,49.80390433,0.7350834629999999,10110.850649727274,988.5030032227272
14.0,15.0,34.13076993,55.030613,0.8936614909999999,11809.694805454546,1152.3884740454546
14.0,30.0,34.08138427,54.51913673,0.466788824,6495.5423700909105,635.8725487
14.0,45.0,33.69572221,47.61819464,0.542138496,7305.2513528181835,714.6843344227274
15.0,0.0,33.89057607,46.0290812,0.398888543,5845.653409090909,572.8984577954546
15.0,15.0,34.043744000000004,44.28609193,0.447292149,6511.597402545454,637.7739448045456
15.0,30.0,34.40285233,46.7442812,0.565196397,7588.469155909092,742.859983759091
15.0,45.0,34.43094267,43.9206158,0.346230693,4888.507305181818,479.26209415
16.0,0.0,34.38115033,43.33285333,0.35818237,4960.030844136363,486.54650974090896
16.0,15.0,34.12625693,41.00743193,0.328896119,4522.409902590909,443.7930194818181
16.0,30.0,34.35660993,41.28059067,0.344954196,4730.891233772727,464.1211038909089
16.0,45.0,33.86159653,39.41907593,0.260346758,3535.3271104090904,347.44361472272726
17.0,0.0,33.44331357,36.82670364,0.166812741,2268.8076298636365,222.49967532272728
17.0,15.0,33.30025473,35.8522074,0.173898637,2259.9391234545456,221.59115260000002
17.0,30.0,33.0321222,34.3384004,0.08716189,1193.1287878636365,116.27348485
17.0,45.0,32.31187113,31.54853933,0.038403034,517.7840909090909,50.09115259772727
18.0,0.0,31.13241364,30.225331,0.022544936,295.6818181818182,28.562581169090905
18.0,15.0,29.24311093,28.682507399999995,0.009149945,99.96444805045456,9.643262987045453
18.0,30.0,28.495518,27.28599227,0.001841025,0.0,0.0
18.0,45.0,27.884063800000003,25.96194653,0.0,0.0,0.0
19.0,0.0,27.4559754,25.38531307,0.0,0.0,0.0
19.0,15.0,27.0975484,25.2008464,0.0,0.0,0.0
19.0,30.0,27.01870113,25.74526773,0.000125383,0.0,0.0
19.0,45.0,23.78723747,22.5114056,0.00010022,0.0,0.0
20.0,0.0,22.66317964,20.29072571,0.0,0.0,0.0
20.0,15.0,23.41209707,20.73659667,0.0,0.0,0.0
20.0,30.0,22.30098867,20.37541693,0.0,0.0,0.0
20.0,45.0,22.037481600000003,20.31280513,0.0,0.0,0.0
21.0,0.0,22.16851807,20.6512674,0.0,0.0,0.0
21.0,15.0,22.1193604,20.6320862,0.0,0.0,0.0
21.0,30.0,22.22125033,20.75869967,0.0,0.0,0.0
21.0,45.0,22.23682847,20.91441667,0.0,0.0,0.0
22.0,0.0,22.22185843,20.89570393,0.0,0.0,0.0
22.0,15.0,22.14931253,20.73218587,0.0,0.0,0.0
22.0,30.0,22.10471387,20.82985207,0.0,0.0,0.0
22.0,45.0,22.05707993,21.07227567,0.0,0.0,0.0
23.0,0.0,22.23601831,21.24131654,0.0,0.0,0.0
2.0,0.0,21.68216,20.072144,0.0,0.0,0.0
2.0,15.0,21.6884114,19.9192038,0.0,0.0,0.0
2.0,30.0,21.51040853,19.59269193,0.0,0.0,0.0
2.0,45.0,21.496287,19.6248698,0.0,0.0,0.0
3.0,0.0,21.645912600000006,20.06520593,0.0,0.0,0.0
3.0,15.0,21.6743142,20.11216013,0.0,0.0,0.0
3.0,30.0,21.73142093,20.351884,0.0,0.0,0.0
3.0,45.0,21.78016573,20.50589407,0.0,0.0,0.0
4.0,0.0,21.85855536,20.81391043,0.0,0.0,0.0
4.0,15.0,21.89991073,20.71264033,0.0,0.0,0.0
4.0,30.0,21.92704853,20.72603773,0.0,0.0,0.0
4.0,45.0,22.0286844,20.79640287,0.0,0.0,0.0
5.0,0.0,21.93278,20.6822592,0.0,0.0,0.0
5.0,15.0,21.86625167,20.47236933,0.0,0.0,0.0
5.0,30.0,21.87658507,20.76019287,0.0,0.0,0.0
5.0,45.0,21.95998927,20.5434348,0.000147169,0.0,0.0
6.0,0.0,21.9232375,20.25681407,0.0062059590000000005,51.41152597409091,4.961931818227273
6.0,15.0,21.8604004,20.4303872,0.023633737,339.7881493454545,32.838636363636354
6.0,30.0,21.98583367,21.195638,0.049514968,705.9740259772728,68.42207792227273
6.0,45.0,22.13967073,22.18941033,0.079269643,1128.9707791363635,109.75917207272728
7.0,0.0,22.45271393,23.111234600000003,0.109037968,1552.4074675000004,151.71493506363632
7.0,15.0,22.6524518,24.24170127,0.138115452,1970.3660714545454,193.15340909090912
7.0,30.0,22.97513853,25.66848753,0.174117525,2474.7264610454545,242.6741883136364
7.0,45.0,23.38855407,27.93747607,0.243642806,3424.8896103636357,336.57954545
8.0,0.0,23.8905234,30.79129613,0.298052989,4197.211039000002,412.29415584545455
8.0,15.0,24.42785433,33.0092104,0.33865041100000004,4783.422889681819,469.138230518182
8.0,30.0,25.16689847,36.6061888,0.427548953,5934.526785681817,581.5097402636362
8.0,45.0,25.75717567,38.89201073,0.470081485,6476.682629909091,634.4580357090911
9.0,0.0,25.99942227,38.70590013,0.461185769,6407.104707818183,627.6648539
9.0,15.0,26.29700733,39.34378447,0.41958991,5800.233766227273,568.4112012999999
9.0,30.0,26.59366867,39.87995233,0.420493884,5899.064123318181,578.0513798681818
9.0,45.0,27.03096947,41.82566533,0.540593679,7324.919642818181,717.188311690909
10.0,0.0,27.61135453,46.07265193,0.491453022,7346.37094159091,719.2301136318182
10.0,15.0,27.93121329,44.468571,0.469728831,7135.819805227273,698.6644480545455
10.0,30.0,28.2829874,48.962665,0.6544368420000001,9403.3222405,919.6238636318184
10.0,45.0,28.78232633,50.154118,0.595521375,8322.519480500001,814.3025974000002
11.0,0.0,29.1554974,49.15606887,0.575263897,8061.10795459091,788.8946428590909
11.0,15.0,29.364375800000005,48.12385467,0.542374875,7606.743506636365,744.6465909045454
11.0,30.0,29.689249600000004,46.51825533,0.493430553,7165.221590954546,701.5830357136365
11.0,45.0,29.8473918,47.0438902,0.62278731,8862.228084409091,866.9649350590911
12.0,0.0,30.08986207,50.09181933,0.662004302,9018.992694818182,882.2447240227274
12.0,15.0,30.37689871,48.67528186,0.540425129,7497.198051954546,733.9509740227272
12.0,30.0,30.8864686,50.44957047,0.76711941,10394.434253136364,1015.9577921772726
12.0,45.0,31.221044800000005,54.23274553,0.8122406409999999,11154.736201363636,1088.891558409091
13.0,0.0,31.31397713,52.8518024,0.636164586,8699.341720772727,850.9735389636363
13.0,15.0,31.66299653,52.0534832,0.733243599,10626.508117272726,1038.3491883636364
13.0,30.0,31.61725667,49.747872,0.583864739,8436.21996740909,825.3967532454545
13.0,45.0,31.3661072,47.2997298,0.502392484,7061.811688318182,691.4637987000001
14.0,0.0,31.42362873,46.57489593,0.435684946,6286.546266272729,615.8634740181818
14.0,15.0,31.98976833,47.82889013,0.595977137,8538.385552,835.4613636363638
14.0,30.0,32.24326421,48.35548621,0.5345009860000001,7449.915584454546,729.3870941545455
14.0,45.0,32.3501976,46.20359727,0.514964407,7294.942370136364,714.2929383136365
15.0,0.0,32.43687973,45.77020907,0.503626383,7170.956980500001,702.2090097363637
15.0,15.0,32.52414947,45.84053753,0.419735824,5935.646103909091,581.6065746772728
15.0,30.0,32.328025399999994,43.17009267,0.349962358,5062.13149359091,496.3133116954545
15.0,45.0,32.10339147,39.81443887,0.261408532,3857.9756493181817,379.11136364090913
16.0,0.0,32.02910173,37.712012,0.227681253,3376.764610454546,331.96103895454553
16.0,15.0,31.9597596,36.30115747,0.191869824,2849.6574674545454,279.5684253272728
16.0,30.0,31.90710457,35.77269607,0.17559698399999998,2599.653409136364,254.94342533181813
16.0,45.0,31.88745533,34.78123607,0.150128168,2213.9886364090908,217.07094155454553
17.0,0.0,31.74708247,33.73915807,0.133743208,1966.207792181818,192.74082792727268
17.0,15.0,31.54080187,32.7458964,0.109053603,1602.2800325454543,156.73051947727276
17.0,30.0,31.30016687,31.59976787,0.079587311,1176.4448052272728,114.39797077727276
17.0,45.0,31.0485982,30.12416173,0.050450764,751.5413961090909,72.8682629868182
18.0,0.0,30.31168413,28.36227433,0.026212863,392.1063311636363,37.90129870181819
18.0,15.0,29.54822573,26.94033807,0.008812281,125.92126622272731,12.151136364090906
18.0,30.0,28.97306333,25.9079486,0.00035945,0.0,0.0
18.0,45.0,28.6859842,25.50321853,0.0,0.0,0.0
19.0,0.0,28.31019579,25.37907214,0.0,0.0,0.0
19.0,15.0,27.9578898,25.1996236,0.0,0.0,0.0
19.0,30.0,27.57085773,25.1651774,0.0,0.0,0.0
19.0,45.0,27.256431,24.9509702,0.0,0.0,0.0
20.0,0.0,26.941198600000003,24.4972452,0.0,0.0,0.0
20.0,15.0,26.70199373,24.07971407,0.0,0.0,0.0
20.0,30.0,26.483793,23.82730513,0.0,0.0,0.0
20.0,45.0,26.31202486,23.62220114,0.0,0.0,0.0
21.0,0.0,26.0082478,23.32152507,0.0,0.0,0.0
21.0,15.0,25.61655473,22.952588,0.0,0.0,0.0
21.0,30.0,25.28644193,22.64899693,0.0,0.0,0.0
21.0,45.0,25.1239094,22.43270273,0.0,0.0,0.0
22.0,0.0,25.0534728,22.2860412,0.0,0.0,0.0
22.0,15.0,24.840010600000006,22.0829142,0.0,0.0,0.0
22.0,30.0,24.61206653,21.97715853,0.0,0.0,0.0
22.0,45.0,24.49298086,22.05269729,0.0,0.0,0.0
23.0,0.0,24.46162507,22.18635247,0.0,0.0,0.0
23.0,15.0,24.39256807,22.2029236,0.0,0.0,0.0
23.0,30.0,24.3780212,22.11262207,0.0,0.0,0.0
23.0,45.0,24.2493468,21.81421107,0.0,0.0,0.0
0.0,0.0,24.17016593,21.63149,0.0,0.0,0.0
0.0,15.0,24.01153147,21.6482788,0.0,0.0,0.0
0.0,30.0,23.8949484,21.48822633,0.0,0.0,0.0
0.0,45.0,23.936809,21.51564464,0.0,0.0,0.0
1.0,0.0,23.87931507,21.53955707,0.0,0.0,0.0
1.0,15.0,23.75795087,21.39526567,0.0,0.0,0.0
1.0,30.0,23.73213194,21.87146944,0.0,0.0,0.0
1.0,45.0,23.72653607,21.64628907,0.0,0.0,0.0
2.0,0.0,23.5248778,21.33722527,0.0,0.0,0.0
2.0,15.0,23.45815413,21.35768833,0.0,0.0,0.0
2.0,30.0,23.3887412,21.38264987,0.0,0.0,0.0
2.0,45.0,23.26528493,21.25517264,0.0,0.0,0.0
3.0,0.0,23.3172954,21.50079127,0.0,0.0,0.0
3.0,15.0,23.213891600000004,21.4639018,0.0,0.0,0.0
3.0,30.0,22.9518738,20.87708947,0.0,0.0,0.0
3.0,45.0,22.941931,20.809106600000003,0.0,0.0,0.0
4.0,0.0,22.86391193,20.7552002,0.0,0.0,0.0
4.0,15.0,22.82215787,20.88553047,0.0,0.0,0.0
4.0,30.0,22.8671814,21.15483607,0.0,0.0,0.0
4.0,45.0,22.74696047,21.075091600000004,0.0,0.0,0.0
5.0,0.0,22.56799927,20.84764007,0.0,0.0,0.0
5.0,15.0,22.57251407,20.91312521,0.0,0.0,0.0
5.0,30.0,22.5491474,21.07022893,0.0,0.0,0.0
5.0,45.0,22.5879394,21.22639153,0.000333455,0.0,0.0
6.0,0.0,22.69311313,21.41633907,0.004784626,1.5397727272727273,0.14829545454545456
6.0,15.0,22.79481627,21.68954673,0.012349708,122.1055194818182,11.77987013
6.0,30.0,22.68567307,21.89033827,0.034180881,452.8344155818182,43.79155844227273
6.0,45.0,22.94856573,22.59763193,0.06790460799999999,881.7370129818181,85.59293831227274
7.0,0.0,23.29249893,23.8324564,0.106996056,1413.137987090909,137.92110390000005
7.0,15.0,23.61099233,25.83404733,0.196433397,2454.898538954545,240.74715909090904
7.0,30.0,23.90845814,27.4991695,0.221922492,2849.2702921818177,279.7599837772727
7.0,45.0,24.33187667,30.97835493,0.322464755,4290.577922045454,421.16233765909095
8.0,0.0,25.0617614,34.63271467,0.378702412,5066.830357136364,496.80900975
8.0,15.0,25.64680373,37.81797673,0.383550269,5163.09902590909,506.1497564954545
8.0,30.0,26.14622593,40.32618213,0.4169753470000001,5591.540584409091,548.0823051909091
8.0,45.0,27.0309326,44.45619293,0.5618116320000001,7490.961850681819,733.4054383090908
9.0,0.0,27.683191,48.176432,0.5760844589999999,7705.835227272727,754.3619318136366
9.0,15.0,27.98594029,45.11740971,0.441706429,6493.112824681818,635.961607140909
9.0,30.0,28.59910273,46.90497853,0.626964662,8345.037337636364,816.6050324681818
9.0,45.0,29.23562,49.9406148,0.772358071,10331.79951318182,1009.9195617318179
10.0,0.0,30.09131267,52.08946933,0.753537445,9834.280031909091,961.3631493545456
10.0,15.0,30.02618813,48.93250113,0.7175451690000001,9696.743506681818,948.2525974045456
10.0,30.0,30.15890107,50.71840020000001,0.685881602,10234.565747272729,999.5868506727272
10.0,45.0,31.06742553,55.4462772,0.855109075,11477.605519545452,1119.7467533181818
11.0,0.0,31.16485807,55.28936173,0.812389053,11050.217532272727,1078.158279181818
11.0,15.0,31.53113,60.20856953,0.997903636,12601.997565000001,1228.8469155181815
11.0,30.0,32.31780807,63.14558157,0.97745754,12219.946428636365,1192.0028409545455
11.0,45.0,32.5278644,61.8019916,0.869908956,10746.393668454546,1048.8400703227271
12.0,0.0,32.49596767,56.10107627,0.6354509620000001,8163.697240136364,798.6218344227271
12.0,15.0,32.98554907,55.0942282,0.7835893890000001,10569.367694954546,1032.1840097363636
12.0,30.0,33.10833713,56.4158632,0.669670513,8347.828733772727,815.9969967409091
12.0,45.0,33.6491878,56.55667753,0.837124353,10475.902597454544,1022.6280843818182
13.0,0.0,33.88692627,53.80755813,0.422498875,5873.676948045454,575.3819805136362
13.0,15.0,33.05344033,43.3909484,0.451771234,6453.468344227274,631.3867694818182
13.0,30.0,33.727413,54.28965039999999,0.742889743,10238.913149272728,999.6965096999998
13.0,45.0,34.05229864,52.02791714,0.625084994,8495.29788959091,830.3125
14.0,0.0,34.48483913,55.32990507,0.697772575,8882.966720499999,867.9072240181818
14.0,15.0,34.30416453,47.85390453,0.431178431,5776.753246772728,565.9157467545455
14.0,30.0,34.02411533,44.90596927,0.315089903,3975.769480545455,390.0057629772728
14.0,45.0,34.14708273,47.63582767,0.6598271179999999,9535.489448,932.1926948136363
15.0,0.0,35.10977173,54.05481967,0.6836362009999999,9263.620941409092,906.0277597454544
15.0,15.0,35.25248613,49.98867167,0.510241673,7155.797889545454,700.6484577863637
15.0,30.0,34.98165257,49.41860521,0.590900486,7921.360389636364,775.156980518182
15.0,45.0,34.61278720000001,43.38971593,0.289312882,4205.39204540909,412.73230519545456
16.0,0.0,34.737508,44.04532647,0.453365883,6369.599025954544,623.8436688318181
16.0,15.0,31.03193886,39.52693836,0.33843311600000003,4677.661255454545,458.84954005
16.0,30.0,29.56562293,36.2766234,0.291312887,4232.735389636364,415.2793019454545
16.0,45.0,29.36376953,35.60450239999999,0.257869254,3722.830357181818,365.6981331181818
17.0,0.0,28.75074867,32.94330453,0.14100155,2037.9910715,199.80040584090904
17.0,15.0,28.2966472,30.6336732,0.117034171,1669.106331181818,163.52865258636362
17.0,30.0,27.60173907,29.47836743,0.094512842,1370.2175324999996,133.36469155909091
17.0,45.0,26.7289,27.917517,0.061722936,874.4691558409093,84.87922077909089
18.0,0.0,26.35418707,26.4137554,0.023625548,317.4212662318181,30.671834415454544
18.0,15.0,26.136122600000004,25.3737672,0.010367788,130.89529221363634,12.62946428590909
18.0,30.0,26.14108673,25.04768067,0.00083712,0.0,0.0
18.0,45.0,25.9966144,24.61709587,0.0,0.0,0.0
19.0,0.0,25.8602378,24.0412028,0.0,0.0,0.0
19.0,15.0,25.98387433,24.02473347,0.0,0.0,0.0
19.0,30.0,25.90812167,24.07766727,0.0,0.0,0.0
19.0,45.0,25.81638657,24.16028707,0.0,0.0,0.0
20.0,0.0,25.67117727,24.32260127,0.0,0.0,0.0
20.0,15.0,25.50143227,23.83279847,0.0,0.0,0.0
20.0,30.0,25.29024047,23.78933507,0.0,0.0,0.0
20.0,45.0,25.28608,24.1300782,0.0,0.0,0.0
21.0,0.0,25.3820984,24.566923000000006,0.0,0.0,0.0
21.0,15.0,22.50401007,21.09329027,0.0,0.0,0.0
21.0,30.0,21.50778593,20.427958,0.0,0.0,0.0
21.0,45.0,21.29480636,20.37712093,0.0,0.0,0.0
22.0,0.0,21.23754673,20.449766,0.0,0.0,0.0
22.0,15.0,21.26081347,20.511558,0.0,0.0,0.0
22.0,30.0,21.314433,20.63365873,0.0,0.0,0.0
22.0,45.0,21.31589153,20.69088327,0.0,0.0,0.0
23.0,0.0,21.2205322,20.5905884,0.0,0.0,0.0
23.0,15.0,21.21657507,20.6353922,0.0,0.0,0.0
23.0,30.0,21.273112,20.63249327,0.0,0.0,0.0
23.0,45.0,21.20941829,20.56311471,0.0,0.0,0.0
0.0,0.0,21.155690600000003,20.59939973,0.0,0.0,0.0
0.0,15.0,21.041436800000003,20.47596227,0.0,0.0,0.0
0.0,30.0,21.14206753,20.531305,0.0,0.0,0.0
0.0,45.0,21.13725773,20.53331707,0.0,0.0,0.0
1.0,0.0,21.07079267,20.48064787,0.0,0.0,0.0
1.0,15.0,20.98966467,20.38562407,0.0,0.0,0.0
1.0,30.0,20.983842000000006,20.376831,0.0,0.0,0.0
1.0,45.0,21.02700587,20.3931762,0.0,0.0,0.0
2.0,0.0,20.96934314,20.333884,0.0,0.0,0.0
2.0,15.0,21.00723073,20.224764,0.0,0.0,0.0
2.0,30.0,21.13065793,20.224632,0.0,0.0,0.0
2.0,45.0,21.2112,20.25803233,0.0,0.0,0.0
3.0,0.0,21.25834353,20.34683027,0.0,0.0,0.0
3.0,15.0,21.35109453,20.845668600000003,0.0,0.0,0.0
3.0,30.0,21.37037567,21.00739133,0.0,0.0,0.0
3.0,45.0,21.3891804,20.86159873,0.0,0.0,0.0
4.0,0.0,21.458990600000003,20.88282673,0.0,0.0,0.0
4.0,15.0,21.18773193,20.36523033,0.0,0.0,0.0
4.0,30.0,21.03696543,19.75568707,0.0,0.0,0.0
4.0,45.0,20.96152547,19.47753107,0.0,0.0,0.0
5.0,0.0,21.00024833,19.77851767,0.0,0.0,0.0
5.0,15.0,21.12766127,20.065865,0.0,0.0,0.0
5.0,30.0,21.19439307,20.01042267,0.0,0.0,0.0
5.0,45.0,21.26538713,19.97623313,0.000519966,0.0,0.0
6.0,0.0,21.30836173,20.28832387,0.008594149,72.33685064999997,6.978571428590911
6.0,15.0,21.43149827,20.859558,0.028366829,383.19074675454544,37.040016234545455
6.0,30.0,21.61032329,21.56044657,0.053956136,746.9228896045454,72.42727272681819
6.0,45.0,21.6726298,22.11884373,0.080550228,1145.5689935454545,111.3776785772727
7.0,0.0,21.8345074,23.14069627,0.117545573,1685.7946428181815,164.96907467727277
7.0,15.0,22.19873053,25.31902047,0.187030046,2666.3441558636364,261.5725649363637
7.0,30.0,22.69612427,28.360955800000006,0.244623029,3450.7329545000002,338.98425325454537
7.0,45.0,23.10963947,29.0602518,0.119259876,1773.1858766363634,173.57897727272723
8.0,0.0,23.23228947,26.9630168,0.08295580400000001,1270.1233766363634,123.5563311681818
8.0,15.0,23.33721907,26.20634773,0.08974817800000001,1380.8433441363636,134.49797078181817
8.0,30.0,23.50864867,26.829099600000006,0.118092295,1822.030844090909,178.58149350909093
8.0,45.0,23.5459355,27.599182,0.124644065,1924.3246752727268,188.63254870000003
9.0,0.0,23.7412598,27.86075853,0.115434983,1772.411526,173.70478895909093
9.0,15.0,23.763322,27.50717767,0.110408298,1718.5048701363635,168.42004870454545
9.0,30.0,23.76201373,27.19713127,0.09638069,1492.9423700909092,145.6077922045454
9.0,45.0,23.76213573,26.63055,0.099295162,1528.0884739545456,149.27751622727277
10.0,0.0,23.8746256,26.81340947,0.112813087,1750.714285681818,171.59318181818182
10.0,15.0,23.838385,27.24008373,0.142246735,2213.3019480454545,217.0037337681818
10.0,30.0,24.00694767,28.83434853,0.20888875,3205.224837636364,314.8661526
10.0,45.0,24.32454136,32.96467593,0.374390925,5642.720779227273,553.0703733727273
11.0,0.0,24.86980793,37.5372804,0.434904685,6419.141233772727,628.8469967590909
11.0,15.0,25.1295838,39.55242313,0.484750587,7111.844967545455,696.4186688318182
11.0,30.0,25.28966667,38.92812507,0.351465055,5214.324675318182,511.16030843636355
11.0,45.0,25.21516727,37.6112162,0.414883193,6184.514610545457,605.9228896181818
12.0,0.0,25.70663053,41.3690166,0.562312991,8178.600649363637,800.3711850636365
12.0,15.0,26.31050207,46.14880593,0.6032151689999999,8587.079545454546,840.2355519545455
12.0,30.0,26.84059667,45.97044667,0.593243723,8478.637175272726,829.6818181772725
12.0,45.0,26.93235467,44.0610454,0.551129845,7947.814123409091,777.8951298681816
13.0,0.0,27.01900433,45.00250027,0.567369825,8062.039772727273,789.0312499999999
13.0,15.0,27.12312521,43.86432764,0.7228268240000001,9827.182630090909,960.2958603863636
13.0,30.0,27.371873,49.5876018,0.806846928,11325.846590909092,1105.4585227272726
13.0,45.0,27.86127913,52.84501127,0.97148052,12866.295454545454,1254.632711045455
14.0,0.0,28.36710007,53.9367392,0.723553221,9592.102272454546,937.1541395863637
14.0,15.0,27.71798707,42.51535053,0.344136892,4958.750000045455,486.2873376636365
14.0,30.0,27.39025473,39.45489507,0.453461884,6587.916396090909,645.3005681818181
14.0,45.0,27.21775093,38.819875,0.438681375,6337.343344090908,620.8094967545455
15.0,0.0,27.2929586,41.94669767,0.547869178,7808.653409090909,764.3875811681818
15.0,15.0,27.22515273,42.82454407,0.555787044,7936.571428545454,776.8561688272728
15.0,30.0,27.56823729,43.82351471,0.52508064,7528.644480545456,737.0730519590908
15.0,45.0,27.81418253,43.05421947,0.496169466,7028.981331136363,688.3544642863635
16.0,0.0,27.82351667,40.7451396,0.412797453,5918.975649409092,580.0053571363636
16.0,15.0,27.47942707,37.63392773,0.299364092,4247.786525954545,417.11948052272726
16.0,30.0,27.23083093,34.63170820000001,0.25680657100000004,3704.896103818181,364.10795454999993
16.0,45.0,27.04886893,32.78221633,0.197191599,2896.9261363636365,284.2746753272727
17.0,0.0,26.624064,30.85439253,0.149280075,2221.550324636364,217.8156655818181
17.0,15.0,26.43403727,29.21453033,0.110969012,1661.1266233636366,162.54626623181818
17.0,30.0,26.11982736,27.81455536,0.077580451,1146.2930194545454,111.45592532727272
17.0,45.0,25.6725036,26.49233807,0.050966364000000014,735.1120129818181,71.26420454545455
18.0,0.0,25.25038867,25.3468934,0.030790156000000006,425.4512986954545,41.137337662727276
18.0,15.0,24.9734254,24.41195067,0.013907363999999998,165.6834415590909,15.994724025454545
18.0,30.0,24.74629313,23.71588747,0.0019181,0.8125,0.07840909090909091
18.0,45.0,24.62904473,23.3245056,0.0,0.0,0.0
19.0,0.0,24.54129027,23.18553867,0.0,0.0,0.0
19.0,15.0,24.49840287,23.09755253,0.0,0.0,0.0
19.0,30.0,24.46612553,23.02815967,0.0,0.0,0.0
19.0,45.0,24.412616,22.99632967,0.0,0.0,0.0
20.0,0.0,24.3377575,22.61223907,0.0,0.0,0.0
20.0,15.0,24.16977133,21.92688407,0.0,0.0,0.0
20.0,30.0,24.05134873,21.94336347,0.0,0.0,0.0
20.0,45.0,23.8982564,21.72869253,0.0,0.0,0.0
21.0,0.0,23.72655033,21.56317947,0.0,0.0,0.0
21.0,15.0,23.63282467,21.52640393,0.0,0.0,0.0
21.0,30.0,23.64455967,21.49699907,0.0,0.0,0.0
21.0,45.0,23.30395107,21.16139933,0.0,0.0,0.0
22.0,0.0,23.08884287,20.913444,0.0,0.0,0.0
